고유번호,호수,면,발행일,제목,소제목,게시년월일,수정년월일
11785,269,1,2019-07-25,시민주권 사람중심 부산진구가 달린다,민선 7기 출범 1년 서은숙 구청장 인터뷰,2019-07-25,
11784,269,1,2019-07-25,민선7기 1년 뛰고 또 뛰고,,2019-07-25,
11744,268,3,2019-06-25,2018 회계연도 세입/세출 결산 등 심사,제292회 부산진구의회 정례회,2019-06-25,2019-06-25
11745,268,3,2019-06-25,2018 회계연도 예산결산특별위원회 구성,,2019-06-25,2019-06-25
11746,268,3,2019-06-25,제292회 정례회－5분 자유발언,,2019-06-25,
11747,268,3,2019-06-25,제292회 정례회 주요 의안,,2019-06-25,
11748,268,3,2019-06-25,을지태극연습 상황실 근무자 격려 ,,2019-06-25,2019-06-25
11749,268,3,2019-06-25,부산진구 청소년/어린이 의회교실 개최,,2019-06-25,2019-06-25
11750,268,3,2019-06-25,제15회 생명살림 단오굿 행사 참석,,2019-06-25,2019-06-25
11754,268,4,2019-06-25,며느리봉사대 하동으로 고부나들이,,2019-06-25,
11752,268,3,2019-06-25,6월 항쟁 32주년 기념 사진전 참석,,2019-06-25,2019-06-25
11738,268,2,2019-06-25,생활SOC복합화 시민 간담회 개최,,2019-06-25,
11739,268,2,2019-06-25,전포동 돌산마을 어르신들 시원하게,기관/단체 등 대거 참여 … 32가구 옥상에 쿨루프 사업,2019-06-25,2019-06-25
11740,268,2,2019-06-25,투명한 건축행정 튼튼한 기초 되길,"부산진구, 부산광역시 건축사회와 청렴 협약 체결",2019-06-25,
11741,268,2,2019-06-25,지역발전포럼 개최,마을지도 개발 등 발표,2019-06-25,
11737,268,2,2019-06-25,부산진구 소확행 정책 호평 받아,행복정책박람회에서 부산진구 부스 문전성시,2019-06-25,2019-06-25
11742,268,2,2019-06-25,성폭력/가정폭력 등 4대 폭력 예방합시다,,2019-06-25,
11743,268,2,2019-06-25,담배꽁초 전용 쓰레기통,서면문화로 12곳에 설치,2019-06-25,2019-06-25
11758,268,5,2019-06-25,법률상담,부동산 가처분 집행의 효력과 취소,2019-06-25,
11757,268,5,2019-06-25,부산진구 치매안심센터 든든합니다,,2019-06-25,2019-06-25
11759,268,5,2019-06-25,9월부터 자동차 번호 8자리 도입,,2019-06-25,
11760,268,5,2019-06-25,이젠 한 잔만 마셔도 음주운전,6월 25일부터 혈중알코올농도 003%로 강화,2019-06-25,
11756,268,4,2019-06-25,마을 소식,,2019-06-25,
11755,268,4,2019-06-25,선암사/불교연합회 잇단 성금품 기탁,,2019-06-25,2019-06-25
11753,268,4,2019-06-25,천원의 사랑 만인의 행복 벌써 4년,개인/단체/기업 참여 소액기부운동은 계속 된다,2019-06-25,2019-06-25
11733,268,1,2019-06-25,구청장 1일 현장소통민원실 운영,7월 2∼3일 초읍동/개금3동에서 민원인 응대,2019-06-25,
11734,268,1,2019-06-25,7월초 양성평등주간 기념행사 풍성,여성작가 초대전/음악이 흐르는 오후 등 공연,2019-06-25,
11731,268,1,2019-06-25,"민선 7기 1년, 시민과 함께 돌아본다",6월 29일 부산시민공원에서 기념행사 … 7월 1∼5일 구청에서 사진전,2019-06-25,2019-06-25
11735,268,1,2019-06-25,서면을 청년창업 중심지로 만들자,부산진구/KT&G/위워크/삼정기업 협약 체결,2019-06-25,
11736,268,2,2019-06-25,부산진구 정책경진대회 1∼3위 선정,,2019-06-25,2019-06-25
11719,267,6,2019-05-27,특집 - 개장 5주년 부산시민공원,,2019-05-27,2019-05-27
11730,267,6,2019-05-27,특집 화보는 PDF로 보시기 바랍니다,,2019-05-27,
11729,267,8,2019-05-27,조선시대 비석이 보살피는 시장,동길산 시인이 쓰는 부산진이야기 53,2019-05-27,2019-05-27
11726,267,8,2019-05-27,학생들 글/그림 수준 높았다,초중고 그림그리기/문학백일장 성황리 개최,2019-05-27,2019-05-27
11727,267,8,2019-05-27,청소년 음악콩쿠르 우승은 나의 것,,2019-05-27,2019-05-27
11728,267,8,2019-05-27,김다희 시인의 꽃보다 사람 60,부산커피박물관을 아시나요?,2019-05-27,2019-05-27
4401,136,5,2008-06-26,어르신이 지켜야 할 교통 안전수칙,,,
4539,133,2,2008-03-25,동의의료원에 민원발급기 설치,등·초본 등 36종 증명서 24시간 발급,,
4400,136,5,2008-06-26,도로명의 유래,,,
4540,133,2,2008-03-25,주민등록증 재발급， 어디서나 신청,,,
11722,267,7,2019-05-27,충견 똘이 의로운 반려동물 대상,쓰러진 주인 할아버지 지키고 사람들에게 구조 요청,2019-05-27,2019-05-27
11723,267,7,2019-05-27,내 인생의 진정한 스승,,2019-05-27,2019-05-27
11724,267,7,2019-05-27,우리 마을엔 좋은 사람들이 산다,,2019-05-27,2019-05-27
11725,267,8,2019-05-27,서면 젊음의 거리에서 귀 호강,대니정/손수경 등 출연 낭만의 가족음악회 성황,2019-05-27,2019-05-27
11732,268,1,2019-06-25,"부산진구, 통합돌봄 선도사업 지자체 선정",,2019-06-25,
11720,267,7,2019-05-27,짜장면 드시고 곱빼기 힘 내세요,,2019-05-27,2019-05-27
11721,267,7,2019-05-27,안전모 미착용 오토바이 운전자의 비극,,2019-05-27,2019-05-27
11706,267,4,2019-05-27,20개 동주민센터 희망복지사 본격 활동,,2019-05-27,2019-05-27
11707,267,4,2019-05-27,어머니 아버지! 건강하고 행복하세요,가정의 달 부산진구 전역에서 경로잔치 잇따라,2019-05-27,2019-05-27
11704,267,4,2019-05-27,가야1동 복지이동상담실 톡톡 개최,6월 5일 쌈지공원에서 7개 기관 참여해 복지상담 진행,2019-05-27,2019-05-27
11705,267,4,2019-05-27,초읍동 풀마실 은빛교실 격월 운영,만65세 도래 주민 대상 연금 등 복지시책 안내,2019-05-27,2019-05-27
11713,267,5,2019-05-27,매월 셋째 수요일엔 마을세무사와 세금상담 ,,2019-05-27,2019-05-27
11714,267,5,2019-05-27,공유재산 자투리 땅에,나무 심기 신청하세요,2019-05-27,2019-05-27
11715,267,5,2019-05-27,규제혁신 소식,,2019-05-27,2019-05-27
11716,267,5,2019-05-27,"부산진구, 한의약 건강증진 우수기관 선정",보건복지부 장관 표창 받아,2019-05-27,2019-05-27
11717,267,5,2019-05-27,당감건강생활지원센터 건강상담 척척,원스톱 건강상담실 운영,2019-05-27,2019-05-27
11718,267,5,2019-05-27,일자리창출 교육지원센터 수강생 모집,도배/건축도장/블로그마케팅 등 15개 강좌 6월 21일까지 접수,2019-05-27,2019-05-27
11709,267,5,2019-05-27,힘겨울 땐 희망의 전화 129로 전화하세요,"극한상황 내몰린 한부모가구 가장, 129에 전화하고 삶의 희망 찾아",2019-05-27,2019-05-27
11710,267,5,2019-05-27,술래잡기/딱지치기/굴렁쇠 해봤니?,,2019-05-27,2019-05-27
11711,267,5,2019-05-27,"부산진우체국, 임시청사 2곳으로 7월에 이전",,2019-05-27,2019-05-27
11712,267,5,2019-05-27,법률상담,,2019-05-27,2019-05-27
11708,267,4,2019-05-27,마을 소식,,2019-05-27,2019-05-27
11700,267,3,2019-05-27,제291회 임시회 의안 주요내용 ,,2019-05-27,2019-05-27
11701,267,3,2019-05-27,부산진구 의회 소식지 개편 발행,,2019-05-27,2019-05-27
11702,267,3,2019-05-27,의정포토뉴스,,2019-05-27,2019-05-27
11703,267,4,2019-05-27,"롯데면세점, 장애인 나들이 차량 전달",부산진구 장애인복지관에 … 교통약자 이동 지원,2019-05-27,2019-05-27
11696,267,2,2019-05-27,불법주/정차 4대 절대 금지구역 있다, ,2019-05-27,2019-05-27
11697,267,2,2019-05-27,단신,,2019-05-27,2019-05-27
11693,267,2,2019-05-27,남녀공용 개방화장실 분리하세요, 공사비 1천만 원까지 지원 … 6월 21일까지 신청,2019-05-27,2019-05-27
11694,267,2,2019-05-27,제로페이 활성화 우리가 앞장,"부산진구, 소상공인 단체와 제로페이 협약 체결",2019-05-27,2019-05-27
11695,267,2,2019-05-27,부산진구 유기동물 입양비 지원 ,예방접종비 등 1마리당 최대 10만 원까지,2019-05-27,2019-05-27
11688,267,2,2019-05-27,부산 야경 명소 호천마을 야경투어 운영, ,2019-05-27,2019-05-27
11689,267,2,2019-05-27,부산진문화재단 설립 첫발,타당성 검토/기본계획 연구용역 착수 보고,2019-05-27,2019-05-27
11690,267,2,2019-05-27,승강기 관리주체 책임보험 의무 가입,승강기 관련법 개정 시행 … 6월 27일까지 가입해야,2019-05-27,2019-05-27
11691,267,2,2019-05-27,테이크아웃컵을 종량제봉투로 교환,,2019-05-27,2019-05-27
11692,267,2,2019-05-27,청년일자리 업무 협약 체결,3개 대학/6개 특성화고 대상,2019-05-27,2019-05-27
4522,134,6,2008-04-25,어린이합창단 신나는 연주여행,4∼6월 제천·의령·울산 등으로 공연투어 상반기 본격 활동 시작,,
4372,136,2,2008-06-26,희망아카데미에 유명인 잇단 출연,6월엔 탤런트 송승환씨 강연 성황′,,
4373,136,2,2008-06-26,롯데백화점 주변 노점거리 조성,노점규격 통일·판매대 이름표 부착,,
11686,267,1,2019-05-27,부산진구는 정책으로 승부한다,전 직원 참여 정책경진대회 개최,2019-05-27,2019-05-27
11687,267,1,2019-05-27,서은숙 구청장과 공감토크!,2019 현장에서 만나다,2019-05-27,2019-05-27
11685,266,8,2019-04-25,강자에겐 강하고 약자에겐 약한 시장,동길산 시인이 쓰는 부산진이야기 52,2019-04-25,2019-04-25
11683,266,8,2019-04-25,톡 치면 쏙 통과,,2019-04-25,
11684,266,8,2019-04-25,어린이청소년도서관 이달의 추천도서(4월),,2019-04-25,2019-04-25
11579,264,5,2019-02-25,고맙습니다 2019 희망나눔캠페인 이웃돕기 1,,2019-02-26,
11523,263,8,2019-01-25,부산진구 어린이청소년도서관 이달의 추천도서 (1월),,2019-01-28,2019-01-28
11522,263,7,2019-01-25,2019년 달라지는 부산광역시 시책과 제도,,2019-01-28,2019-01-28
11475,262,6,2018-12-26,일상이 미술 … 집에서도 전시회를,,2018-12-27,2018-12-27
11476,262,7,2018-12-26,기초생활보장 부양의무자 기준 추가 완화,,2018-12-27,2018-12-27
11434,261,8,2018-11-23,부산진구 어린이청소년도서관 이달의 추천도서(11월),,2018-11-26,2018-11-26
11435,261,3,2018-11-23,의정포토뉴스,수원시의회/부천시의회 견학,2018-11-26,
11436,261,3,2018-11-23,의정포토뉴스,부산진구 문화예술인전/기념음악회 관람,2018-11-26,2018-11-26
11437,261,3,2018-11-23,의정포토뉴스,국리민복 다짐대회 및 평가보고회 참석,2018-11-26,
11438,261,3,2018-11-23,의정포토뉴스,의정연구회 주관 자체교육 실시,2018-11-26,
11439,261,3,2018-11-23,의정포토뉴스,연지동 하나로경로당 개소 축하,2018-11-26,
11440,262,1,2018-12-26,포토 에세이,궤 적,2018-12-27,2018-12-27
11501,263,3,2019-01-25,부산진구의회 의원들 새해 인사와 의정활동 포부 ,(부의장/위원장/선거구/비례대표 순),2019-01-28,2019-01-28
11502,263,3,2019-01-25,2019년도 부산진구의회 의사 일정,,2019-01-28,2019-01-28
11503,263,4,2019-01-25,초등학생들 비 올 때 안전우산 쓰세요,새마을운동 부산진구지회 투명 안전우산 5500개 지원 ,2019-01-28,2019-01-28
11473,262,6,2018-12-26,나무이야기,,2018-12-27,2018-12-27
11474,262,6,2018-12-26,저는 재미있는 마을에 살아요,,2018-12-27,2018-12-27
11427,261,7,2018-11-23,작가의 작업실,,2018-11-26,2018-11-26
11426,261,6,2018-11-23,낮에는 공무원 … 밤에는 야학교사,개금3동주민센터 백승민 씨,2018-11-26,2018-11-26
11500,263,3,2019-01-25,2019년도 주요 업무계획 보고 청취,제287회 부산진구의회 임시회,2019-01-28,2019-01-28
11433,261,8,2018-11-23,동길산 시인이 쓰는 부산진이야기 47,기업열전 6 - 태화고무,2018-11-26,2018-11-26
11425,261,6,2018-11-23,나무이야기,,2018-11-26,2018-11-26
11498,263,2,2019-01-25,2018년 부산사회조사 결과,,2019-01-28,2019-01-28
11499,263,3,2019-01-25,부산진구의 주인은 구민입니다,부산진구의회 의장 신년사,2019-01-28,2019-01-28
11471,262,5,2018-12-26,부산진구 문화예술인상 대상 이영길,본상 윤유점/김연희,2018-12-27,2018-12-27
11472,262,6,2018-12-26,김다희 시인의 꽃보다 사람 56, 秀미디어 윤상훈 대표,2018-12-27,2018-12-27
11430,261,7,2018-11-23,한 달간의 주부 경험,,2018-11-26,
11431,261,8,2018-11-23,포토 에세이,가시연꽃의 투혼,2018-11-26,2018-11-26
11432,261,8,2018-11-23,만학의 여학생들 생애 첫 수학여행,,2018-11-26,2018-11-26
11424,261,6,2018-11-23,김다희 시인의 꽃보다 사람 55,"나는야, 휘파람 박사",2018-11-26,2018-11-26
11497,263,2,2019-01-25,설 연휴 생활쓰레기 수거일 안내,,2019-01-28,2019-01-28
11496,263,2,2019-01-25,부산진구 유익한 정보 QR코드에 다 있다,지방세/관광정보/생활정보 등 178가지 정보 담아,2019-01-28,2019-01-28
11428,261,7,2018-11-23,성미산마을공동체를 다녀와서,,2018-11-26,2018-11-26
11429,261,7,2018-11-23,초읍동 소문난 효부 김명순씨 효행상,,2018-11-26,2018-11-26
11418,261,5,2018-11-23,법률상담,임차권등기명령,2018-11-26,2018-11-26
11419,261,5,2018-11-23,규제개혁 소식,,2018-11-26,2018-11-26
11420,261,5,2018-11-23,불합리한 규제로 10조원 유출될 뻔,부산진구 규제개혁 사례 강의,2018-11-26,2018-11-26
11421,261,5,2018-11-23,부산진구 화려한 입장식,다문화가족 체육대회 최우수,2018-11-26,2018-11-26
11417,261,5,2018-11-23,내 사랑 부산 축제 참여,,2018-11-26,2018-11-26
11422,261,5,2018-11-23,희망플랜 성과보고회 개최,부산진구종합사회복지관,2018-11-26,2018-11-26
11492,263,1,2019-01-25,부산진구 새해 대대적인 조직 개편,1개 과/2개 TF팀 신설 … 쇼핑/교육부문 강화 ,2019-01-28,2019-01-28
11494,263,2,2019-01-25,두 마을의 경사,,2019-01-28,2019-01-28
11491,263,1,2019-01-25,포토 에세이 - 등대 같은 사람,,2019-01-28,2019-01-28
11495,263,2,2019-01-25,따뜻한 천막에서 버스 기다리세요, 간선로 정거장 10곳에 한파 차단 온기천막 설치,2019-01-28,2019-01-28
11464,262,5,2018-12-26,"1,000만 원 이하 장기 소액연체자 지원",한국자산관리공사 등 내년 2월까지 신청 접수,2018-12-27,2018-12-27
11465,262,5,2018-12-26,부산진구청에서 여권발급 편하게,야간근무/여권사진 촬영기 설치 등 편의시책 많아,2018-12-27,2018-12-27
11463,262,4,2018-12-26,마을 소식,,2018-12-27,2018-12-27
11411,261,4,2018-11-23,마을 소식,,2018-11-26,2018-11-26
11412,261,5,2018-11-23,사회적경제 이해하기 BIG(빅) 아카데미 개최,12월 3∼5일 구청 10층에서,2018-11-26,2018-11-26
11413,261,5,2018-11-23,제19회 청소년 만화축제 with 웹툰 개최,양정청소년수련관 12월7∼8일,2018-11-26,2018-11-26
11416,261,5,2018-11-23,독거노인 고독사 예방 프로그램 활발,부산진구 자원봉사센터,2018-11-26,
11487,262,1,2018-12-26,2018년 부산진구에 어떤 일이 있었나 (7~12월),,2018-12-27,
11578,264,8,2019-02-25,부산진구어린이청소년도서관 이달의 추천도서(2월),-,2019-02-26,2019-02-26
11517,263,6,2019-01-25,나무이야기 - 보리수와 붉가시나무,,2019-01-28,2019-01-28
11518,263,6,2019-01-25,독자원고 - 봄(春)에 기대다,,2019-01-28,2019-01-28
11462,262,4,2018-12-26,겨울엔 김치가 최고 … 동네마다 김장 나누기,,2018-12-27,2018-12-27
11567,264,7,2019-02-25,부산진구 사업체 수 부산에서 최다,"2017년 기준 33,579개 … 종사자 수도 부산에서 최다",2019-02-26,2019-02-26
11568,264,7,2019-02-25,규제개혁 소식,-,2019-02-26,2019-02-26
11569,264,7,2019-02-25,음식점에서 신발 분실 시 업주 책임은?,법률상담,2019-02-26,2019-02-26
11516,263,6,2019-01-25,김다희 시인의 꽃보다 사람 57,특기가 탈락이었어요,2019-01-28,2019-01-28
11645,266,2,2019-04-25,옥외광고업무 우수기관에 선정,4월 25일 국무총리 표창 … 포상금도 받아,2019-04-25,2019-04-25
11646,266,2,2019-04-25,버스정거장이 환해요,태양광 LED조명 설치,2019-04-25,2019-04-25
11647,266,3,2019-04-25,구정질문을 통한 의회 본연의 기능 발휘,제290회 부산진구의회 임시회,2019-04-25,2019-04-25
11648,266,3,2019-04-25,제289회 임시회－5분 자유발언,,2019-04-25,2019-04-25
11649,266,3,2019-04-25,제290회 임시회－5분 자유발언,,2019-04-25,2019-04-25
11566,264,6,2019-02-25, 카페 예쁘네 … 인생샷 찍어볼까,전포카페거리 맵(지도),2019-02-26,2019-02-26
11458,262,4,2018-12-26,라이온스클럽 고맙습니다, 성금품 기탁ㆍ봉사 잇따라,2018-12-27,
11459,262,4,2018-12-26,㈜사랑모아금융서비스 ,"1,000만 원 성품 지원",2018-12-27,
11460,262,4,2018-12-26,버스노조 동남지부 쌀 560만원 전달,,2018-12-27,
